,ip,isp,addr,dspeed,uspeed,ping,jitter,created,hr
1175,39.85.216.*,China Unicom Liaoning,"China,Shanghai,Shanghai",25.79,0.0,246.3,73.67,2021-04-03 21:43:53,21.716666666666665
1176,122.231.95.*,China Telecom,"China,Zhejiang,Hangzhou",2.98,0.0,204.2,293.31,2021-04-03 21:43:46,21.716666666666665
1177,222.143.158.*,China Unicom Liaoning,"China,,",37.32,0.0,220.34,16.03,2021-04-03 21:43:42,21.716666666666665
1178,114.246.197.*,China Unicom Beijing,"China,Inner Mongolia Autonomous Region,Hohhot",11.03,0.0,223.04,10.7,2021-04-03 21:43:04,21.716666666666665
1179,111.175.61.*,China Telecom,"China,Hubei,Hongshan",0.95,0.0,223.3,177.26,2021-04-03 21:43:03,21.716666666666665
1180,222.183.26.*,China Telecom,"China,,",4.29,0.0,228.51,0.78,2021-04-03 21:41:55,21.683333333333334
1184,222.214.188.*,China Telecom,"China,Sichuan,Neijiang",3.86,0.0,224.87,2.1,2021-04-03 21:37:49,21.616666666666667
1191,61.52.34.*,China Unicom Liaoning,"China,Henan,Zhengzhou",22.68,0.0,219.97,133.88,2021-04-03 21:29:18,21.483333333333334
1192,113.110.79.*,CHINATELECOM Guangdong province Zhanjiang 5G netwo,"China,Guangdong,Zhanjiang",62.27,0.0,209.9,0.63,2021-04-03 21:28:46,21.466666666666665
1194,116.233.177.*,China Telecom Shanghai,"China,Shanghai,Shanghai",7.26,0.0,182.22,275.32,2021-04-03 21:27:56,21.45
1196,45.159.50.*,Owl Limited,"Japan,Tokyo,Tokyo",38.63,0.0,195.0,380.65,2021-04-03 21:26:03,21.433333333333334
1197,129.226.172.*,Tencent cloud computing,"Hong Kong,Central and Western District,Central",39.06,0.0,245.5,10.27,2021-04-03 21:24:36,21.4
1201,183.253.229.*,China Mobile Guangdong,"China,Fujian,Ningde",7.43,0.0,228.4,0.76,2021-04-03 21:23:01,21.383333333333333
1213,203.184.132.*,HGC Broadband,"Hong Kong,,",6.21,0.0,276.46,213.99,2021-04-03 21:17:08,21.283333333333335
1220,103.116.47.*,Jinx Co. Limited,"Hong Kong,Central and Western District,Central",36.24,0.0,235.3,38.95,2021-04-03 21:13:39,21.216666666666665
1222,112.117.18.*,China Telecom,"China,Yunnan,Kunming",24.44,0.0,253.63,46.89,2021-04-03 21:12:24,21.2
1223,61.172.28.*,China Telecom Shanghai,"China,Shanghai,Shanghai",96.03,0.0,173.06,2.26,2021-04-03 21:12:00,21.2
1224,107.175.63.*,ColoCrossing,"United States,,",41.71,0.0,216.76,111.47,2021-04-03 21:11:35,21.183333333333334
1227,125.32.245.*,China Unicom Liaoning,"China,Jilin,Jilin City",255.77,0.0,223.76,3.82,2021-04-03 21:07:54,21.116666666666667
1230,27.43.113.*,China Unicom Guangdong,"China,Shanghai,Datong",188.26,0.0,247.56,3.4,2021-04-03 21:06:29,21.1
1231,39.81.176.*,China Unicom Liaoning,"China,Shandong,Heze",77.97,0.0,273.8,61.27,2021-04-03 21:06:04,21.1
1237,223.73.115.*,China Mobile,"China,Guangdong,Guangzhou",2.1,0.0,216.31,133.18,2021-04-03 21:02:04,21.033333333333335
1240,111.172.194.*,China Telecom,"China,,",232.62,0.0,234.8,0.62,2021-04-03 20:58:38,20.966666666666665
1248,182.39.158.*,China Telecom,"China,,",22.28,0.0,206.2,137.13,2021-04-03 20:52:21,20.866666666666667
1252,113.69.96.*,China Telecom Guangdong province Foshan MAN networ,"China,Guangdong,Foshan",3.33,0.0,194.8,26.04,2021-04-03 20:50:55,20.833333333333332
1255,183.195.102.*,"Shanghai Mobile Communications Co.,Ltd.","China,Henan,Zhengzhou",6.84,0.0,202.4,117.19,2021-04-03 20:49:37,20.816666666666666
1257,116.206.101.*,LizCat (Shanghai) Limited,"Hong Kong,,",205.87,0.0,225.4,6.12,2021-04-03 20:48:27,20.8
1258,113.110.79.*,CHINATELECOM Guangdong province Zhanjiang 5G netwo,"China,Guangdong,Zhanjiang",22.07,0.0,209.7,30.24,2021-04-03 20:47:56,20.783333333333335
1259,183.7.225.*,CHINATELECOM Guangdong province Zhuhai 5G network,"China,,",41.33,0.0,211.4,1.21,2021-04-03 20:46:37,20.766666666666666
1262,183.7.225.*,CHINATELECOM Guangdong province Zhuhai 5G network,"China,,",3.66,0.0,201.33,126.24,2021-04-03 20:42:20,20.7
1264,111.172.194.*,China Telecom,"China,,",53.04,0.0,239.4,50.68,2021-04-03 20:39:21,20.65
1265,117.67.255.*,China Telecom,"China,Anhui,Hefei",180.2,0.0,189.1,4.06,2021-04-03 20:38:28,20.633333333333333
1267,111.172.194.*,China Telecom,"China,,",99.44,0.0,210.7,0.63,2021-04-03 20:36:36,20.6
1268,60.222.231.*,China Unicom Liaoning,"China,Shanxi,Yuncheng",40.01,0.0,200.6,14.73,2021-04-03 20:35:03,20.583333333333332
1269,106.111.51.*,China Telecom,"China,Jiangsu,Taizhou",15.07,0.0,226.7,63.58,2021-04-03 20:31:40,20.516666666666666
1270,106.111.51.*,China Telecom,"China,Jiangsu,Taizhou",8.95,0.0,238.35,22.46,2021-04-03 20:30:43,20.5
1272,171.210.195.*,China Telecom,"China,Sichuan,Chengdu",11.35,0.0,258.0,242.54,2021-04-03 20:29:10,20.483333333333334
1275,180.113.11.*,China Telecom,"China,,",1.06,0.0,178.0,6.47,2021-04-03 20:27:56,20.45
1276,182.37.86.*,China Telecom,"China,Beijing,Beijing",139.28,0.0,193.58,7.54,2021-04-03 20:26:13,20.433333333333334
1280,193.105.207.*,Tianhai InfoTech,"United States,,",11.01,0.0,261.78,87.28,2021-04-03 20:24:40,20.4
1288,117.152.70.*,China Mobile Guangdong,"China,Hubei,Wuhan",7.14,0.0,228.16,2.13,2021-04-03 20:18:11,20.3
1289,183.222.22.*,China Mobile Guangdong,"China,Sichuan,Chengdu",0.46,0.0,241.6,280.31,2021-04-03 20:18:00,20.3
1290,125.77.77.*,China Telecom,"China,Fujian,Fuzhou",137.96,0.0,200.32,72.57,2021-04-03 20:17:53,20.283333333333335
1297,219.137.65.*,China Telecom Guangdong province Guangzhou MAN net,"China,Guangdong,Guangzhou",7.22,0.0,195.97,6.1,2021-04-03 20:13:04,20.216666666666665
1298,113.102.36.*,CHINATELECOM Guangdong province Chaozhou 5G networ,"China,,",8.25,0.0,210.85,315.59,2021-04-03 20:12:35,20.2
1303,107.172.102.*,ColoCrossing,"United States,,",12.33,0.0,263.74,88.28,2021-04-03 20:10:15,20.166666666666668
1304,223.166.92.*,China Unicom Shanghai,"China,Shanghai,Shanghai",58.99,0.0,244.97,1.93,2021-04-03 20:09:54,20.15
1307,211.253.24.*,Korea Telecom,"South Korea,Seoul,Seoul",3.14,0.0,220.99,2.33,2021-04-03 20:08:53,20.133333333333333
1311,45.141.139.*,MOACK.Co.LTD,"United States,,",31.1,0.0,196.7,5.53,2021-04-03 20:06:26,20.1
1312,116.7.54.*,China Telecom,"China,Guangdong,Shenzhen",6.53,0.0,194.07,129.71,2021-04-03 20:05:51,20.083333333333332
1322,113.110.79.*,CHINATELECOM Guangdong province Zhanjiang 5G netwo,"China,Guangdong,Zhanjiang",5.2,0.0,202.2,6.2,2021-04-03 20:01:37,20.016666666666666
1323,124.218.154.*,Asia Pacific On-line Service,"Taiwan,Kaohsiung,Kaohsiung City",64.56,0.0,174.0,59.63,2021-04-03 20:00:39,20.0
1324,36.23.71.*,China Telecom,"China,Zhejiang,Linhai",14.3,0.0,219.5,27.14,2021-04-03 19:59:08,19.983333333333334
1330,116.115.108.*,China Unicom Liaoning,"China,,",129.14,0.0,216.43,1.33,2021-04-03 19:53:55,19.883333333333333
1332,123.163.204.*,China Telecom,"China,Henan,Zhoukou",7.72,0.0,203.8,308.55,2021-04-03 19:52:07,19.866666666666667
1336,110.188.235.*,China Telecom,"China,Sichuan,Luhua",4.47,0.0,233.83,327.49,2021-04-03 19:50:15,19.833333333333332
1338,117.173.62.*,China Mobile Guangdong,"China,Sichuan,Chengdu",3.78,0.0,254.73,329.69,2021-04-03 19:49:25,19.816666666666666
1339,114.88.175.*,China Telecom Shanghai,"China,Shanghai,Hongkou",12.45,0.0,239.4,41.6,2021-04-03 19:47:43,19.783333333333335
1340,122.238.90.*,China Telecom,"China,Zhejiang,Jiaxing",15.17,0.0,203.53,59.95,2021-04-03 19:47:03,19.783333333333335
1341,153.34.56.*,China Unicom Liaoning,"China,Jiangsu,Suzhou",8.53,0.0,207.65,4.48,2021-04-03 19:46:47,19.766666666666666
1342,119.133.255.*,China Telecom,"China,Guangdong,Guangzhou",16.43,0.0,194.73,260.17,2021-04-03 19:45:35,19.75
1343,223.98.34.*,China Mobile Shandong,"China,Shandong,Dezhou",1.12,0.0,240.8,218.16,2021-04-03 19:44:28,19.733333333333334
1344,180.119.129.*,China Telecom,"China,Jiangsu,Yangzhou",179.41,0.0,179.38,2.48,2021-04-03 19:44:20,19.733333333333334
1346,223.157.12.*,China Telecom,"China,Hunan,Loudi",7.1,0.0,213.25,6.77,2021-04-03 19:43:33,19.716666666666665
1351,27.46.236.*,China Unicom Guangzhou,"China,Guangdong,Guangzhou",165.72,0.0,237.08,0.76,2021-04-03 19:42:37,19.7
1362,58.212.208.*,China Telecom,"China,,",11.95,0.0,194.24,11.97,2021-04-03 19:39:33,19.65
1365,52.175.126.*,Microsoft Azure,"Hong Kong,Central and Western District,Central",280.99,0.0,199.34,3.12,2021-04-03 19:38:39,19.633333333333333
1368,180.112.7.*,China Telecom,"China,Jiangsu,Yicheng",185.85,0.0,184.52,0.59,2021-04-03 19:36:15,19.6
1374,106.113.159.*,China Telecom,"China,Guangdong,Guangzhou",4.0,0.0,223.86,1.14,2021-04-03 19:33:58,19.55
1376,45.129.2.*,LLC Baxet,"Russia,,",110.07,0.0,283.5,54.37,2021-04-03 19:32:30,19.533333333333335
1379,221.219.111.*,China Unicom Beijing,"China,Beijing,Beijing",63.89,0.0,203.55,4.51,2021-04-03 19:30:59,19.5
1385,171.83.97.*,China Telecom,"China,Hubei,Wuhan",2.27,0.0,204.96,148.21,2021-04-03 19:28:28,19.466666666666665
1389,120.227.196.*,China Mobile,"China,Hunan,Jianning",8.46,0.0,222.23,5.02,2021-04-03 18:24:41,18.4
1390,113.85.219.*,CHINATELECOM Guangdong province Chaozhou 5G networ,"China,Guangdong,Gaoyao",8.39,0.0,208.4,316.83,2021-04-03 16:19:14,16.316666666666666
1392,113.102.16.*,CHINATELECOM Guangdong province Chaozhou 5G networ,"China,Shanghai,Shanghai",3.07,0.0,215.6,32.9,2021-04-03 14:18:55,14.3
1394,183.53.108.*,China Telecom Guangdong province Dongguan MAN netw,"China,Guangdong,Dongguan",4.92,0.0,193.17,6.71,2021-04-02 16:57:02,16.95
1401,113.102.16.*,CHINATELECOM Guangdong province Chaozhou 5G networ,"China,Shanghai,Shanghai",1.37,0.0,209.6,228.03,2021-04-01 22:22:01,22.366666666666667
1405,116.27.126.*,China Telecom,"China,Guangdong,Guangzhou",166.25,0.0,198.06,1.49,2021-04-01 15:18:00,15.3
1416,61.136.223.*,China Telecom,"China,Beijing,Beijing",2.97,0.0,237.26,135.3,2021-03-30 17:13:02,17.216666666666665
1418,114.85.109.*,China Telecom Shanghai,"China,Shanghai,Xuhui",46.11,0.0,173.24,0.46,2021-03-28 23:53:14,23.883333333333333
1420,27.197.91.*,China Unicom Liaoning,"China,Shandong,Fengjia",0.0,0.0,240.11,50.32,2021-03-28 16:48:51,16.8
1421,58.209.184.*,China Telecom,"China,Jiangsu,Suzhou",1.71,0.0,193.48,2.34,2021-03-28 16:40:54,16.666666666666668
1423,111.58.119.*,China Mobile Guangdong,"China,Guangxi,Qinzhou",1.03,0.0,236.35,0.6,2021-03-27 23:48:49,23.8
1428,219.138.77.*,China Telecom,"China,,",0.7,0.0,218.0,182.6,2021-03-26 14:57:01,14.95
1429,129.227.234.*,Zenlayer,"Japan,Tokyo,Tokyo",77.46,0.0,152.48,1.56,2021-03-26 11:05:13,11.083333333333334
1432,180.171.232.*,China Telecom Shanghai,"China,Shanghai,Shanghai",0.56,0.0,260.27,3.39,2021-03-24 21:24:27,21.4
1433,183.199.128.*,China Mobile Hebei,"China,Hebei,Dazidian",1.28,0.0,225.91,135.09,2021-03-24 18:40:54,18.666666666666668
1435,116.209.228.*,China Telecom,"China,,",2.54,0.0,232.66,177.06,2021-03-24 18:02:14,18.033333333333335
1440,117.136.87.*,China Mobile Guangdong,"China,Shaanxi,Xi&#39;an",0.95,0.0,278.8,361.29,2021-03-23 12:52:24,12.866666666666667
1442,113.85.219.*,CHINATELECOM Guangdong province Chaozhou 5G networ,"China,Guangdong,Gaoyao",2.45,0.0,207.27,220.27,2021-03-23 12:33:27,12.55
1444,103.149.162.*,"Blinkload Technology Co., Ltd Hong Kong","United States,Oregon,Portland",42.59,0.0,244.4,43.93,2021-03-22 22:02:56,22.033333333333335
1446,198.13.43.*,"Choopa, LLC","Japan,Tokyo,Heiwajima",0.34,0.0,279.0,37.06,2021-03-22 21:38:08,21.633333333333333
1451,47.75.203.*,Alibaba,"China,,",48.21,0.0,194.4,2.82,2021-03-22 19:04:32,19.066666666666666
1457,112.8.128.*,China Mobile Shandong,"China,Shanghai,Shanghai",0.75,0.0,243.89,358.27,2021-03-22 18:10:44,18.166666666666668
1458,61.190.56.*,China Telecom,"China,Anhui,Hefei",4.98,0.0,199.14,7.17,2021-03-22 18:08:34,18.133333333333333
1459,156.234.74.*,Icidc Network,"Hong Kong,Central and Western District,Central",160.17,0.0,222.36,3.6,2021-03-22 18:03:29,18.05
1476,117.147.42.*,China Mobile,"China,Zhejiang,Hangzhou",0.56,0.0,255.0,226.08,2021-03-20 16:06:35,16.1
1480,120.230.78.*,China Mobile,"China,Guangdong,Guangzhou",1.39,0.0,211.18,351.23,2021-03-20 10:53:24,10.883333333333333
1481,116.20.67.*,China Telecom Guangdong province Foshan MAN networ,"China,Guangdong,Foshan",1.52,0.0,204.74,0.62,2021-03-20 10:49:27,10.816666666666666
1487,13.75.75.*,Microsoft Azure,"Hong Kong,Central and Western District,Central",140.9,0.0,243.7,10.75,2021-03-19 19:10:18,19.166666666666668
1489,180.165.132.*,China Telecom Shanghai,"China,Shanghai,Liuli",1.39,0.0,178.68,359.84,2021-03-19 17:34:23,17.566666666666666
1490,223.70.120.*,China Mobile,"China,Beijing,Beijing",0.31,0.0,220.05,209.32,2021-03-19 16:46:39,16.766666666666666
1494,180.171.232.*,China Telecom Shanghai,"China,Shanghai,Shanghai",0.49,0.0,203.88,354.65,2021-03-19 14:14:29,14.233333333333333
1507,111.37.20.*,China Mobile Shandong,"China,Shandong,Linyi",1.35,0.0,280.5,21.3,2021-03-19 09:11:35,9.183333333333334
1512,94.199.102.*,DediPath,"United States,California,Los Angeles",2.69,0.0,284.0,87.84,2021-03-18 23:55:06,23.916666666666668
1521,80.251.209.*,Fiber-logic,"United States,California,Los Angeles",287.54,0.0,174.42,1.63,2021-03-18 20:47:03,20.783333333333335
1523,122.247.102.*,China Telecom,"China,Shanghai,Shanghai",0.89,0.0,216.29,0.56,2021-03-18 20:29:45,20.483333333333334
1553,115.205.71.*,China Telecom,"China,Zhejiang,Hangzhou",11.63,0.0,187.92,3.92,2021-03-18 12:03:28,12.05
1558,61.143.153.*,China Telecom,"China,,",39.25,0.0,195.11,6.23,2021-03-18 11:19:13,11.316666666666666
1560,106.85.40.*,China Telecom,"China,Chongqing,Chongqing",26.81,0.0,232.02,3.34,2021-03-18 11:14:45,11.233333333333333
1561,61.143.153.*,China Telecom,"China,,",38.31,0.0,195.47,7.92,2021-03-18 11:08:19,11.133333333333333
1569,219.138.77.*,China Telecom,"China,,",51.11,0.0,225.18,1.17,2021-03-18 10:22:23,10.366666666666667
1581,114.38.3.*,HiNet,"Taiwan,Taichung City,Taichung",22.41,0.0,247.05,1.31,2021-03-18 08:59:20,8.983333333333333
1583,218.17.162.*,China Telecom,"China,Guangdong,Shenzhen",65.4,0.0,196.65,1.06,2021-03-18 08:30:49,8.5
1592,218.252.8.*,HK Cable TV,"Hong Kong,Central and Western District,Kennedy Town",7.2,0.0,291.5,6.05,2021-03-18 03:56:36,3.9333333333333336
1593,199.180.115.*,IT7 Networks,"United States,California,Los Angeles",35.26,0.0,177.5,14.47,2021-03-18 03:45:35,3.75
1595,172.104.121.*,Linode,"Japan,Tokyo,Tokyo",50.62,0.0,234.82,1.09,2021-03-18 02:51:52,2.85
1601,113.102.166.*,China Telecom,"China,Guangdong,Shenzhen",0.73,0.0,220.41,144.36,2021-03-18 00:42:41,0.7
1608,183.209.159.*,China Mobile,"China,Shanghai,Shanghai",65.76,0.0,290.34,1.28,2021-03-18 00:00:01,0.0
1609,119.8.120.*,Huawei Clouds,"China,,",9.81,0.0,197.55,0.48,2021-03-17 23:58:37,23.966666666666665
1610,119.8.120.*,Huawei Clouds,"China,,",5.0,0.0,197.71,0.37,2021-03-17 23:57:32,23.95
1628,42.200.69.*,Netvigator,"Hong Kong,Central and Western District,Central",90.32,0.0,195.13,1.03,2021-03-17 21:56:43,21.933333333333334
1636,59.67.0.*,China Education and Research Network Center,"China,Beijing,Daxing",22.74,0.0,194.5,4.3,2021-03-17 17:18:05,17.3
1639,124.16.141.*,China Science and Technology Network,"China,,",45.54,0.0,210.01,58.46,2021-03-17 14:24:50,14.4
1640,18.166.177.*,Amazon.com,"China,,",155.98,0.0,243.27,1.17,2021-03-17 13:43:11,13.716666666666667
1655,39.81.54.*,China Unicom Liaoning,"China,,",131.51,0.0,198.84,1.23,2021-03-17 10:43:27,10.716666666666667
1660,218.14.151.*,China Telecom,"China,,",19.81,0.0,193.64,0.71,2021-03-17 10:26:48,10.433333333333334
1662,58.50.51.*,China Telecom,"China,,",3.94,0.0,211.65,5.08,2021-03-17 10:17:15,10.283333333333333
